nome_liga_padronizado;pais_liga;genero_liga;nome_liga;nome_clube
Bundesliga;Alemanha;Masculino;Bundesliga;FC Köln
3 Liga;Alemanha;Masculino;3. Liga;FC Ingolstadt 04
Liga I;Romenia;Masculino;SUPERLIGA;FC Hermannstadt
3 Liga;Alemanha;Masculino;3. Liga;FC Hansa Rostock
Eredivisie;Holanda;Masculino;Eredivisie;FC Groningen
Hero Indian Super Legue;India;Masculino;ISL;FC Goa
Liga I;Romenia;Masculino;SUPERLIGA;FC Gloria Buzău
D1 Arkema;França;Feminino;Arkema PL;FC Fleury 91
Liga Portugal;Portugal;Masculino;Liga Portugal;FC Famalicão
3 Liga;Alemanha;Masculino;3. Liga;FC Erzgebirge Aue
Liga I;Romenia;Masculino;SUPERLIGA;FC Dinamo 1948
MLS;Estados Unidos;Masculino;MLS;FC Dallas
MLS;Estados Unidos;Masculino;MLS;FC Cincinnati
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;FC Cartagena
La Liga 2;Espanha;Masculino;La Liga 2;FC Cartagena
Liga I;Romenia;Masculino;SUPERLIGA;FC Botoșani
Frauen-Bundesliga;Alemanha;Feminino;GPFBL;FC Bayern München
Bundesliga;Alemanha;Masculino;Bundesliga;FC Bayern München
Superliga;Suiça;Masculino;CSSL;FC Basel 1893
Liga F;Espanha;Feminino;Liga F;FC Barcelona
La Liga;Espanha;Masculino;LALIGA EA SPORTS;FC Barcelona
La Liga;Espanha;Masculino;La Liga;FC Barcelona
Bundesliga;Alemanha;Masculino;Bundesliga;FC Augsburg
Ligue 2;França;Masculino;Ligue 2 BKT;FC Annecy
La Liga 2;Espanha;Masculino;La Liga 2;FC Andorra
Super Lig;Turquia;Masculino;Süper Lig;Fatih Karagümrük
Liga I;Romenia;Masculino;SUPERLIGA;Farul Constanța
Liga Portugal;Portugal;Masculino;Liga Portugal;Farense
Liga Portugal;Portugal;Masculino;Primeira Liga;Farense
Liga Portugal;Portugal;Masculino;Primeira Liga;Famalicão
Superliga;Dinamarca;Masculino;3F Superliga;F.C. København
Super Lig;Turquia;Masculino;Trendyol Süper Lig;Eyüpspor
EFL League One;Inglaterra;Masculino;League One;Exeter City
EFL League One;Inglaterra;Masculino;EFL League One;Exeter City
Eredivisie;Holanda;Masculino;Eredivisie;Excelsior
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Everton
Superliga Feminina;Inglaterra;Feminino;Barclays WSL;Everton
Premier League;Inglaterra;Masculino;Premier League;Everton
Liga do Chile;Chile;Masculino;Primera Division;Everton
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Ettifaq FC
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Estudiantes
Libertadores;America do Sul;Masculino;Libertadores;Estudiantes
Liga Portugal;Portugal;Masculino;Liga Portugal;Estrela Amadora
Liga Portugal;Portugal;Masculino;Primeira Liga;Estrela Amadora
Liga Portugal;Portugal;Masculino;Liga Portugal;Estoril Praia
Liga Portugal;Portugal;Masculino;Primeira Liga;Estoril
Ligue 2;França;Masculino;Ligue 2 BKT;ESTAC Troyes
La Liga 2;Espanha;Masculino;La Liga 2;Espanyol
3 Liga;Alemanha;Masculino;3. Liga;Erzgebirge Aue
3 Liga;Alemanha;Masculino;3. Liga;Energie Cottbus
Ligue 2;França;Masculino;Ligue 2 BKT;En Avant Guingamp
D1 Arkema;França;Feminino;Arkema PL;En Avant Guingamp
Serie A;Itália;Masculino;Serie A Enilive;Empoli
Serie A;Itália;Masculino;Serie A;Empoli
Bundesliga 2;Alemanha;Masculino;2. Bundesliga;Elversberg
Allsvenskan;Suecia;Masculino;Allsvenskan;Elfsborg
La Liga 2;Espanha;Masculino;La Liga 2;Eldense
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;Elche CF
La Liga 2;Espanha;Masculino;La Liga 2;Elche
Bundesliga;Alemanha;Masculino;Bundesliga;Eintracht Frankfurt
Bundesliga 2;Alemanha;Masculino;2. Bundesliga;Eintracht Braunschweig
Hero Indian Super Legue;India;Masculino;ISL;East Bengal
Premier League;Inglaterra;Masculino;Premier League;Dynamo Kyiv
Liga da Ucrania;Ucrania;Masculino;Ukrayina Liha;Dynamo Kyiv
3 Liga;Alemanha;Masculino;3. Liga;Dynamo Dresden
Bundesliga 2;Alemanha;Masculino;Bundesliga 2;Düsseldorf
Ligue 2;França;Masculino;Ligue 2;Dunkerque
Scottish Premiership;Escocia;Masculino;Scottish Prem;Dundee United
Scottish Premiership;Escocia;Masculino;Scottish Prem;Dundee FC
Scottish Premiership;Escocia;Masculino;Premiership;Dundee
SSE Airtricity League Premier Division;Irlanda;Masculino;Premier Division;Dundalk
SSE Airtricity League Premier Division;Irlanda;Masculino;SSE Airtricity PD;Dundalk
3 Liga;Alemanha;Masculino;3. Liga;DSC Arminia Bielefeld
SSE Airtricity League Premier Division;Irlanda;Masculino;Premier Division;Drogheda United
SSE Airtricity League Premier Division;Irlanda;Masculino;SSE Airtricity PD;Drogheda United
EFL League Two;Inglaterra;Masculino;League Two;Doncaster Rovers
EFL League Two;Inglaterra;Masculino;EFL League Two;Doncaster
Allsvenskan;Suecia;Masculino;Allsvenskan;Djurgårdens IF
Allsvenskan;Suecia;Masculino;Allsvenskan;Djurgården
Liga da Croacia;Croacia;Masculino;Hrvatska nogometna liga;Dinamo Zagreb
Liga da Croacia;Croacia;Masculino;Liga Hrvatska;Dinamo Zagreb
Liga I;Romenia;Masculino;Liga I;Dinamo Bucureşti
D1 Arkema;França;Feminino;Arkema PL;Dijon FCO
SSE Airtricity League Premier Division;Irlanda;Masculino;Premier Division;Derry City
SSE Airtricity League Premier Division;Irlanda;Masculino;SSE Airtricity PD;Derry City
EFL Championship;Inglaterra;Masculino;EFL Championship;Derby County
EFL League One;Inglaterra;Masculino;League One;Derby County
Liga do Chile;Chile;Masculino;Primera Division;Deportivo Táchira
Liga do Chile;Chile;Masculino;Primera Division;Deportivo La Guaira
Liga do Chile;Chile;Masculino;Primera Division;Deportivo Garcilaso
Liga do Equador;Equador;Masculino;Liga Pro;Deportivo Cuenca
La Liga;Espanha;Masculino;La Liga;Deportivo Alavés
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Deportes Tolima
Liga Colombia;Colombia;Masculino;Categoría Primera A;Deportes Tolima
Libertadores;America do Sul;Masculino;Libertadores;Dep. Táchira
Liga Profesional de Fútbol;Argentina;Masculino;Primera División;Dep. Riestra
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Dep. La Guaira
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Dep. Garcilaso
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Dep. Cuenca
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Delfín SC
Liga do Equador;Equador;Masculino;Liga Pro;Delfin
Allsvenskan;Suecia;Masculino;Allsvenskan;Degerfors
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Defensa y Justicia
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Defensa
MLS;Estados Unidos;Masculino;Major League Soccer;DC United
Bundesliga;Alemanha;Masculino;Bundesliga;Darmstadt 98
Liga Profesional de Fútbol;Argentina;Masculino;Primera División;Danubio
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Danubio
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Damac FC
MLS;Estados Unidos;Masculino;Major League Soccer;Dallas
K League;Coreia do Sul;Masculino;K League 1;Daejeon Citizen
K League;Coreia do Sul;Masculino;K League 1;Daejeon
K League;Coreia do Sul;Masculino;K League 1;Daegu FC
K League;Coreia do Sul;Masculino;K League 1;Daegu
MLS;Estados Unidos;Masculino;MLS;D.C. United
La Liga;Espanha;Masculino;LALIGA EA SPORTS;D. Alavés
Brasileirao;Brasil;Masculino;Série A;Cuiabá
Liga I;Romenia;Masculino;Liga I;CSM Politehnica Iași
Premier League;Inglaterra;Masculino;Premier League;Crystal Palace
Superliga Feminina;Inglaterra;Feminino;Barclays WSL;Crystal Palace
Brasileirao;Brasil;Masculino;Série A;Cruzeiro
EFL League Two;Inglaterra;Masculino;League Two;Crewe Alexandra
EFL League Two;Inglaterra;Masculino;EFL League Two;Crewe Alexandra
Serie B;Itália;Masculino;Serie B;Cremonese
Serie B;Itália;Masculino;Serie BKT;Cremonese
EFL League One;Inglaterra;Masculino;EFL League One;Crawley Town
EFL League Two;Inglaterra;Masculino;League Two;Crawley Town
Ekstraklasa;Polonia;Masculino;Ekstraklasa;Cracovia Kraków
Ekstraklasa;Polonia;Masculino;PKO BP Ekstraklasa;Cracovia
EFL Championship;Inglaterra;Masculino;EFL Championship;Coventry City
EFL Championship;Inglaterra;Masculino;Championship;Coventry City
Serie B;Itália;Masculino;Serie BKT;Cosenza
Serie B;Itália;Masculino;Serie B;Cosenza
SSE Airtricity League Premier Division;Irlanda;Masculino;Premier Division;Cork City
Brasileirao;Brasil;Masculino;Série A;Corinthians
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;Córdoba CF
Liga do Chile;Chile;Masculino;Primera Division;Coquimbo Unido
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Coquimbo Unido
Ligue 2;França;Masculino;Ligue 2;Concarneau
Serie B;Itália;Masculino;Serie B;Como
Serie A;Itália;Masculino;Serie A Enilive;Como
MLS;Estados Unidos;Masculino;Major League Soccer;Columbus Crew
MLS;Estados Unidos;Masculino;MLS;Columbus Crew
MLS;Estados Unidos;Masculino;Major League Soccer;Colorado Rapids
MLS;Estados Unidos;Masculino;MLS;Colorado Rapids
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Colón
Libertadores;America do Sul;Masculino;Libertadores;Colo-Colo
Liga do Chile;Chile;Masculino;Primera Division;Colo-Colo
EFL League Two;Inglaterra;Masculino;League Two;Colchester United
EFL League Two;Inglaterra;Masculino;EFL League Two;Colchester
Libertadores;America do Sul;Masculino;Libertadores;Cobresal
Liga do Chile;Chile;Masculino;Primera Division;Cobresal
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Club Nacional
Pro League;Belgica;Masculino;1A Pro League;Club Brugge
Ligue 2;França;Masculino;Ligue 2 BKT;Clermont Foot 63
Ligue 1;França;Masculino;Ligue 1;Clermont
Serie B;Itália;Masculino;Serie B;Cittadella
Serie B;Itália;Masculino;Serie BKT;Cittadella
MLS;Estados Unidos;Masculino;Major League Soccer;Cincinnati
NWSL;Estados Unidos;Feminino;NWSL;Chicago Red Stars
MLS;Estados Unidos;Masculino;MLS;Chicago Fire FC
MLS;Estados Unidos;Masculino;Major League Soccer;Chicago Fire
EFL League Two;Inglaterra;Masculino;EFL League Two;Chesterfield
Hero Indian Super Legue;India;Masculino;ISL;Chennaiyin FC
EFL League Two;Inglaterra;Masculino;EFL League Two;Cheltenham Town
EFL League One;Inglaterra;Masculino;League One;Cheltenham Town
Superliga Feminina;Inglaterra;Feminino;Barclays WSL;Chelsea
Premier League;Inglaterra;Masculino;Premier League;Chelsea
Liga Portugal;Portugal;Masculino;Primeira Liga;Chaves
EFL League One;Inglaterra;Masculino;League One;Charlton Athletic
EFL League One;Inglaterra;Masculino;EFL League One;Charlton Ath
MLS;Estados Unidos;Masculino;MLS;Charlotte FC
MLS;Estados Unidos;Masculino;Major League Soccer;Charlotte
Chinese Super League;China;Masculino;CSL;Changchun Yatai
Liga I;Romenia;Masculino;Liga I;CFR Cluj
Liga I;Romenia;Masculino;SUPERLIGA;CFR 1907 Cluj
MLS;Estados Unidos;Masculino;MLS;CF Montréal
MLS;Estados Unidos;Masculino;Major League Soccer;CF Montréal
Serie B;Itália;Masculino;Serie BKT;Cesena
Liga do Chile;Chile;Masculino;Primera Division;César Vallejo
Libertadores;America do Sul;Masculino;Libertadores;Cerro Porteño
Liga Profesional de Fútbol;Argentina;Masculino;Primera División;Cerro Porteño
Liga Profesional de Fútbol;Argentina;Masculino;Primera División;Cerro Largo
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Cerro Largo
Pro League;Belgica;Masculino;1A Pro League;Cercle Brugge
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Central Cordoba SdE
Liga Profesional de Fútbol;Argentina;Masculino;Primera División;Central Córdoba
A-League;Australia;Masculino;A-League Men;Central Coast Mariners
A-League;Australia;Masculino;A-League;Central Coast
Scottish Premiership;Escocia;Masculino;Premiership;Celtic
Scottish Premiership;Escocia;Masculino;Scottish Prem;Celtic
La Liga;Espanha;Masculino;La Liga;Celta de Vigo
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;CD Tenerife
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;CD Mirandés
La Liga;Espanha;Masculino;LALIGA EA SPORTS;CD Leganés
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;CD Eldense
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;CD Castellón
Super Lig;Turquia;Masculino;Trendyol Süper Lig;Çaykur Rizespor
Serie B;Itália;Masculino;Serie B;Catanzaro
Serie B;Itália;Masculino;Serie BKT;Catanzaro
Liga Portugal;Portugal;Masculino;Liga Portugal;Casa Pia AC
Liga Portugal;Portugal;Masculino;Primeira Liga;Casa Pia
Serie B;Itália;Masculino;Serie BKT;Carrarese Calcio
EFL League Two;Inglaterra;Masculino;EFL League Two;Carlisle United
EFL League One;Inglaterra;Masculino;League One;Carlisle United
Frauen-Bundesliga;Alemanha;Feminino;GPFBL;Carl Zeiss Jena
EFL Championship;Inglaterra;Masculino;EFL Championship;Cardiff City
EFL Championship;Inglaterra;Masculino;Championship;Cardiff City
Libertadores;America do Sul;Masculino;Libertadores;Caracas FC
Liga do Chile;Chile;Masculino;Primera Division;Caracas
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Carabobo FC
Liga do Chile;Chile;Masculino;Primera Division;Carabobo
Chinese Super League;China;Masculino;CSL;Cangzhou FC
EFL League One;Inglaterra;Masculino;EFL League One;Cambridge Utd
EFL League One;Inglaterra;Masculino;League One;Cambridge United
Serie A;Itália;Masculino;Serie A Enilive;Cagliari
Serie A;Itália;Masculino;Serie A;Cagliari
Ligue 2;França;Masculino;Ligue 2;Caen
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;Cádiz CF
La Liga;Espanha;Masculino;La Liga;Cádiz
La Liga;Espanha;Masculino;LALIGA EA SPORTS;CA Osasuna
EFL League One;Inglaterra;Masculino;League One;Burton Albion
EFL League One;Inglaterra;Masculino;EFL League One;Burton Albion
Premier League;Inglaterra;Masculino;Premier League;Burnley
EFL Championship;Inglaterra;Masculino;EFL Championship;Burnley
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;Burgos CF
La Liga 2;Espanha;Masculino;La Liga 2;Burgos
Superliga;Suiça;Masculino;CSSL;BSC Young Boys
Superliga;Dinamarca;Masculino;3F Superliga;Brøndby IF
Superliga;Dinamarca;Masculino;Superliga;Brøndby
Allsvenskan;Suecia;Masculino;Allsvenskan;Brommapojkarna
EFL League Two;Inglaterra;Masculino;EFL League Two;Bromley FC
EFL League One;Inglaterra;Masculino;EFL League One;Bristol Rovers
EFL League One;Inglaterra;Masculino;League One;Bristol Rovers
EFL Championship;Inglaterra;Masculino;EFL Championship;Bristol City
EFL Championship;Inglaterra;Masculino;Championship;Bristol City
A-League;Australia;Masculino;A-League Men;Brisbane Roar
A-League;Australia;Masculino;A-League;Brisbane Roar
Premier League;Inglaterra;Masculino;Premier League;Brighton & Hove Albion
Superliga Feminina;Inglaterra;Feminino;Barclays WSL;Brighton
Premier League;Inglaterra;Masculino;Premier League;Brighton
Serie B;Itália;Masculino;Serie B;Brescia
Serie B;Itália;Masculino;Serie BKT;Brescia
Premier League;Inglaterra;Masculino;Premier League;Brentford
Bundesliga 2;Alemanha;Masculino;Bundesliga 2;Braunschweig
Eliteserien;Noruega;Masculino;Eliteserien;Brann
Brasileirao;Brasil;Masculino;Série A;Bragantino
EFL League Two;Inglaterra;Masculino;League Two;Bradford City
EFL League Two;Inglaterra;Masculino;EFL League Two;Bradford City
Liga I;Romenia;Masculino;Liga I;Botoşani
Brasileirao;Brasil;Masculino;Série A;Botafogo
Bundesliga;Alemanha;Masculino;Bundesliga;Borussia Mönchengladbach
3 Liga;Alemanha;Masculino;3. Liga;Borussia Dortmund II
Bundesliga;Alemanha;Masculino;Bundesliga;Borussia Dortmund
Ligue 2;França;Masculino;Ligue 2;Bordeaux
EFL League One;Inglaterra;Masculino;League One;Bolton Wanderers
EFL League One;Inglaterra;Masculino;EFL League One;Bolton
Serie A;Itália;Masculino;Serie A;Bologna
Serie A;Itália;Masculino;Serie A Enilive;Bologna
Liga da Bolivia;Bolivia;Masculino;División de Fútbol Profesional;Bolívar
Libertadores;America do Sul;Masculino;Libertadores;Bolívar
SSE Airtricity League Premier Division;Irlanda;Masculino;Premier Division;Bohemians
SSE Airtricity League Premier Division;Irlanda;Masculino;SSE Airtricity PD;Bohemians
Super Lig;Turquia;Masculino;Trendyol Süper Lig;Bodrum FK
Eliteserien;Noruega;Masculino;Eliteserien;Bodø / Glimt
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Boca Juniors
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Boca Juniors
Liga Portugal;Portugal;Masculino;Liga Portugal;Boavista FC
Liga Portugal;Portugal;Masculino;Primeira Liga;Boavista
Bundesliga;Alemanha;Masculino;Bundesliga;Blau-Weiß Linz
Ö. Bundesliga;Austria;Masculino;Ö. Bundesliga;Blau-Weiss Linz
EFL League One;Inglaterra;Masculino;League One;Blackpool
EFL League One;Inglaterra;Masculino;EFL League One;Blackpool
EFL Championship;Inglaterra;Masculino;EFL Championship;Blackburn Rovers
EFL Championship;Inglaterra;Masculino;Championship;Blackburn Rovers
Allsvenskan;Suecia;Masculino;Allsvenskan;BK Häcken
EFL Championship;Inglaterra;Masculino;Championship;Birmingham City
EFL League One;Inglaterra;Masculino;EFL League One;Birmingham City
Super Lig;Turquia;Masculino;Süper Lig;Beşiktaş
Super Lig;Turquia;Masculino;Trendyol Süper Lig;Beşiktaş
Serie A;Itália;Masculino;Serie A Enilive;Bergamo Calcio
Hero Indian Super Legue;India;Masculino;ISL;Bengaluru FC
Liga Portugal;Portugal;Masculino;Primeira Liga;Benfica
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Belgrano
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Belgrano
Chinese Super League;China;Masculino;CSL;Beijing FC
Bundesliga;Alemanha;Masculino;Bundesliga;Bayer 04 Leverkusen
NWSL;Estados Unidos;Feminino;NWSL;Bay FC
Ligue 2;França;Masculino;Ligue 2;Bastia
Super Lig;Turquia;Masculino;Trendyol Süper Lig;Başakşehir
EFL League Two;Inglaterra;Masculino;EFL League Two;Barrow
EFL League Two;Inglaterra;Masculino;League Two;Barrow
Liga Profesional de Fútbol;Argentina;Masculino;Primera División;Barracas Central
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Barracas Central
EFL League One;Inglaterra;Masculino;League One;Barnsley
EFL League One;Inglaterra;Masculino;EFL League One;Barnsley
Serie B;Itália;Masculino;Serie B;Bari 1908
Serie B;Itália;Masculino;Serie BKT;Bari
Libertadores;America do Sul;Masculino;Libertadores;Barcelona SC
Liga do Equador;Equador;Masculino;Liga Pro;Barcelona Guayaquil
Liga Profesional de Fútbol;Argentina;Masculino;Primera División;Banfield
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Banfield
3 Liga;Alemanha;Masculino;3. Liga;B. Dortmund II
Eredivisie;Holanda;Masculino;Eredivisie;AZ Alkmaar
Eredivisie;Holanda;Masculino;Eredivisie;AZ
Liga Portugal;Portugal;Masculino;Liga Portugal;AVS Futebol SAD
Ligue 2;França;Masculino;Ligue 2;Auxerre
Bundesliga;Alemanha;Masculino;Bundesliga;Austria Wien
Bundesliga;Alemanha;Masculino;Bundesliga;Austria Lustenau
Bundesliga;Alemanha;Masculino;Bundesliga;Austria Klagenfurt
Ö. Bundesliga;Austria;Masculino;Ö. Bundesliga;Austria Klagenfurt
MLS;Estados Unidos;Masculino;MLS;Austin FC
MLS;Estados Unidos;Masculino;Major League Soccer;Austin
A-League;Australia;Masculino;A-League;Auckland FC
Liga Profesional de Fútbol;Argentina;Masculino;Primera División;Atlético Tucumán
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Atlético Tucumán
Liga Colombia;Colombia;Masculino;Categoría Primera A;Atlético Nacional
Brasileirao;Brasil;Masculino;Série A;Atlético Mineiro
La Liga;Espanha;Masculino;La Liga;Atlético Madrid
La Liga;Espanha;Masculino;LALIGA EA SPORTS;Atlético de Madrid
Liga F;Espanha;Feminino;Liga F;Atlético de Madrid
MLS;Estados Unidos;Masculino;Major League Soccer;Atlanta United
MLS;Estados Unidos;Masculino;MLS;Atlanta United
Liga Colombia;Colombia;Masculino;Liga Colombia;Atl. Nacional
Brasileirao;Brasil;Masculino;Série A;Athletico Paranaense
Liga F;Espanha;Feminino;Liga F;Athletic Club
La Liga;Espanha;Masculino;La Liga;Athletic Club
La Liga;Espanha;Masculino;LALIGA EA SPORTS;Athletic Club
Serie A;Itália;Masculino;Serie A;Atalanta
Superliga Feminina;Inglaterra;Feminino;Barclays WSL;Aston Villa
Premier League;Inglaterra;Masculino;Premier League;Aston Villa
Serie B;Itália;Masculino;Serie B;Ascoli
Ligue 1;França;Masculino;Ligue 1 McDonald's;AS Saint-Étienne
D1 Arkema;França;Feminino;Arkema PL;AS Saint Étienne
Serie A;Itália;Masculino;Serie A Enilive;AS Roma
Ligue 1;França;Masculino;Ligue 1 McDonald's;AS Monaco
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Arsenal de Sarandi
Premier League;Inglaterra;Masculino;Premier League;Arsenal
Superliga Feminina;Inglaterra;Feminino;Barclays WSL;Arsenal
Liga Portugal;Portugal;Masculino;Liga Portugal;Arouca
Liga Portugal;Portugal;Masculino;Primeira Liga;Arouca
3 Liga;Alemanha;Masculino;3. Liga;Arminia Bielefeld
Liga Profesional de Fútbol;Argentina;Masculino;Liga Profesional de Fútbol;Argentinos Juniors
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Argentinos Jrs.
Liga do Chipre;Chipre;Masculino;Liga Cyprus;APOEL FC
Liga do Chipre;Chipre;Masculino;1. Division;APOEL
Super Lig;Turquia;Masculino;Trendyol Süper Lig;Antalyaspor
Super Lig;Turquia;Masculino;Süper Lig;Antalyaspor
Ligue 2;França;Masculino;Ligue 2;Annecy
Super Lig;Turquia;Masculino;Süper Lig;Ankaragücü
Ligue 1;França;Masculino;Ligue 1 McDonald's;Angers SCO
Ligue 2;França;Masculino;Ligue 2;Angers SCO
NWSL;Estados Unidos;Feminino;NWSL;Angel City FC
La Liga 2;Espanha;Masculino;La Liga 2;Amorebieta
Ligue 2;França;Masculino;Ligue 2;Amiens SC
Ligue 2;França;Masculino;Ligue 2 BKT;Amiens SC
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;América de Cali
Liga Colombia;Colombia;Masculino;Categoría Primera A;América de Cali
Liga da Bolivia;Bolivia;Masculino;División de Fútbol Profesional;Always Ready
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Always Ready
La Liga;Espanha;Masculino;La Liga;Almería
Eredivisie;Holanda;Masculino;Eredivisie;Almere City FC
Eredivisie;Holanda;Masculino;Eredivisie;Almere City
Liga do Chile;Chile;Masculino;Primera Division;Alianza Lima
Libertadores;America do Sul;Masculino;Libertadores;Alianza Lima
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;Alianza FC
Liga Colombia;Colombia;Masculino;Categoría Primera A;Alianza
3 Liga;Alemanha;Masculino;3. Liga;Aleman. Aachen
La Liga 2;Espanha;Masculino;La Liga 2;Alcorcón
La Liga 2;Espanha;Masculino;LALIGA HYPERMOTION;Albacete BP
La Liga 2;Espanha;Masculino;La Liga 2;Albacete
Super Lig;Turquia;Masculino;Trendyol Süper Lig;Alanyaspor
Super Lig;Turquia;Masculino;Süper Lig;Alanyaspor
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Wehda
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Taawoun
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Shabab
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Riyadh
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Raed
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Qadisiyah
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Orobah
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Okhdood
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Nassr
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Kholood
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Khaleej
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Ittihad
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Hilal
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Fayha
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Fateh
Liga do Emirados Arabes;Emirados Arabes;Masculino;United Emirates League;Al Ain FC
Saudi Pro League;Arabia Saudita;Masculino;ROSHN Saudi League;Al Ahli
Eredivisie;Holanda;Masculino;Eredivisie;Ajax
Eredivisie Feminina;Holanda;Feminino;Nederland Vrouwen Liga;Ajax
Ligue 2;França;Masculino;Ligue 2;Ajaccio
Ligue 1;França;Masculino;Ligue 1 McDonald's;AJ Auxerre
Allsvenskan;Suecia;Masculino;Allsvenskan;AIK
Superliga;Dinamarca;Masculino;3F Superliga;AGF
Superliga;Dinamarca;Masculino;Superliga;AGF
EFL League Two;Inglaterra;Masculino;EFL League Two;AFC Wimbledon
EFL League Two;Inglaterra;Masculino;League Two;AFC Wimbledon
Premier League;Inglaterra;Masculino;Premier League;AFC Bournemouth
Liga da Grecia;Grecia;Masculino;Hellas Liga;AEK Athens
Copa Sul-Americana;America do Sul;Masculino;Sudamericana;ADT
A-League;Australia;Masculino;A-League Men;Adelaide United
A-League;Australia;Masculino;A-League;Adelaide United
Super Lig;Turquia;Masculino;Trendyol Süper Lig;Adana Demirspor
Super Lig;Turquia;Masculino;Süper Lig;Adana Demirspor
EFL League Two;Inglaterra;Masculino;League Two;Accrington Stanley
EFL League Two;Inglaterra;Masculino;EFL League Two;Accrington
Ligue 2;França;Masculino;Ligue 2 BKT;AC Ajaccio
Scottish Premiership;Escocia;Masculino;Scottish Prem;Aberdeen
Scottish Premiership;Escocia;Masculino;Premiership;Aberdeen
Eliteserien;Noruega;Masculino;Eliteserien;Aalesund
Superliga;Dinamarca;Masculino;3F Superliga;AaB
3 Liga;Alemanha;Masculino;3. Liga;1860 München
Bundesliga;Alemanha;Masculino;Bundesliga;1. FSV Mainz 05
Bundesliga 2;Alemanha;Masculino;Bundesliga 2;1. FC Nürnberg
Bundesliga 2;Alemanha;Masculino;Bundesliga 2;1. FC Magdeburg
Bundesliga 2;Alemanha;Masculino;Bundesliga 2;1. FC Köln
Frauen-Bundesliga;Alemanha;Feminino;GPFBL;1. FC Köln
Pro League;Belgica;Masculino;Pro League;Sporting Charleroi
Saudi Pro League;Arabia Saudita;Masculino;Pro League;Al Ain
Pro League;Belgica;Masculino;Pro League;Kortrijk
Pro League;Belgica;Masculino;Pro League;Standard Liège
Saudi Pro League;Arabia Saudita;Masculino;Pro League;Al Fateh
Pro League;Belgica;Masculino;Pro League;Cercle Brugge
